School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate
610,Aspley State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,64716,68819.5,94.00%
2051,Atherton State High School,2015,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,70220.5,78936,89.00%
2051,Atherton State High School,2016,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,67168.5,77008,87.20%
2051,Atherton State High School,2017,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,66930,76859,87.10%
2051,Atherton State High School,2018,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,68636.5,78662,87.30%
2051,Atherton State High School,2019,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,69021.5,78366,88.10%
789,Atherton State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,39496.5,43885.5,90.00%
789,Atherton State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,39347.5,44443,88.50%
789,Atherton State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,40099,46127,86.90%
789,Atherton State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,43361,49031,88.40%
789,Atherton State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,37170,42200,88.10%
357,Augathella State School,2015,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,3254.5,3471,93.80%
357,Augathella State School,2016,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,4311,4722,91.30%
357,Augathella State School,2017,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,3836,4187,91.60%
357,Augathella State School,2018,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,4065,4349,93.50%
357,Augathella State School,2019,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,3943.5,4317,91.30%
7120,Augusta State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,58488.5,62674,93.30%
7120,Augusta State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,68417.5,72819,94.00%
7120,Augusta State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,74817.5,79894,93.60%
7120,Augusta State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,93004.5,99625,93.40%
7120,Augusta State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,93419.5,100740,92.70%
274,Aurukun State School,2015,State School,Combined,Very Remote Australia,Far North Queensland,Aurukun (S),Cook,12085.5,20228,59.70%
274,Aurukun State School,2016,State School,Combined,Very Remote Australia,Far North Queensland,Aurukun (S),Cook,8165,17075.5,47.80%
274,Aurukun State School,2017,State School,Combined,Very Remote Australia,Far North Queensland,Aurukun (S),Cook,11233,20110.5,55.90%
274,Aurukun State School,2018,State School,Combined,Very Remote Australia,Far North Queensland,Aurukun (S),Cook,11988,22249,53.90%
274,Aurukun State School,2019,State School,Combined,Very Remote Australia,Far North Queensland,Aurukun (S),Cook,9004.5,21176,42.50%
2078,Aviation High,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,32837.5,36451,90.10%
2078,Aviation High,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,35281.5,38521,91.60%
2078,Aviation High,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,36402.5,39565,92.00%
2078,Aviation High,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,40825,45204,90.30%
2078,Aviation High,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,42973,47386,90.70%
1901,Avoca State School,2015,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,36305,39004,93.10%
1901,Avoca State School,2016,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,37534.5,39987,93.90%
1901,Avoca State School,2017,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,32959.5,34858,94.60%
1901,Avoca State School,2018,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,32038.5,34137,93.90%
1901,Avoca State School,2019,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Bundaberg,28917,31227,92.60%
572,Avondale State School,2015,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,2031,2150,94.50%
572,Avondale State School,2016,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,2086.5,2280,91.50%
572,Avondale State School,2017,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,1138.5,1257,90.60%
572,Avondale State School,2018,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,975,1021,95.50%
572,Avondale State School,2019,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,1204,1330,90.50%
2008,Ayr State High School,2015,State High School,Secondary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,50841,55927,90.90%
2008,Ayr State High School,2016,State High School,Secondary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,44193,49015,90.20%
2008,Ayr State High School,2017,State High School,Secondary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,41353.5,46094,89.70%
2008,Ayr State High School,2018,State High School,Secondary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,39534,45492.5,86.90%
2008,Ayr State High School,2019,State High School,Secondary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,37878,42455,89.20%
451,Ayr State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,11801.5,12957.5,91.10%
451,Ayr State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,11172.5,12986,86.00%
451,Ayr State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,9735,11336.5,85.90%
451,Ayr State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,10951,12312,88.90%
451,Ayr State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Burdekin (S),Burdekin,7944.5,9281.5,85.60%
1466,Babinda State School,2015,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,22090,24422,90.50%
1466,Babinda State School,2016,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,24400,26785,91.10%
1466,Babinda State School,2017,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,24144.5,26842.5,89.90%
1466,Babinda State School,2018,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,23687,26433.5,89.60%
1466,Babinda State School,2019,State School,Combined,Outer Regional Australia,Far North Queensland,Cairns (R),Hill,23719,26535,89.40%
317,Back Plains State School,2015,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,2093,2211,94.70%
317,Back Plains State School,2016,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,1318.5,1364,96.70%
317,Back Plains State School,2017,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,1466.5,1524,96.20%
317,Back Plains State School,2018,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,2358,2471,95.40%
317,Back Plains State School,2019,State School,Primary,Inner Regional Australia,Darling Downs South West,Toowoomba (R),Condamine,2132.5,2208,96.60%
906,Bajool State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3321.5,3570,93.00%
906,Bajool State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,2774.5,2904,95.50%
906,Bajool State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3004.5,3092,97.20%
906,Bajool State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3971.5,4158,95.50%
906,Bajool State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Rockhampton (R),Mirani,3806,3994,95.30%
1689,Balaclava State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,26276.5,29478.5,89.10%
1689,Balaclava State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,29602,33394.5,88.60%
1689,Balaclava State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,32163.5,35878.5,89.60%
1689,Balaclava State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,33023.5,37416.5,88.30%
1689,Balaclava State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Cairns (R),Cairns,33214,38512.5,86.20%
4,Bald Hills State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,55376.5,59067,93.80%
4,Bald Hills State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,54566,58076,94.00%
4,Bald Hills State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,54440.5,57822,94.20%
4,Bald Hills State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,58216.5,61908,94.00%
4,Bald Hills State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,55474,59822,92.70%
1164,Ballandean State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,4604,4828,95.40%
1164,Ballandean State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,4628,4982,92.90%
1164,Ballandean State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,2975,3214,92.60%
1164,Ballandean State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,3252.5,3462,93.90%
1164,Ballandean State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,3501.5,3851,90.90%
2043,Balmoral State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Bulimba,37820.5,41757,90.60%
2043,Balmoral State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Bulimba,40823.5,45667,89.40%
2043,Balmoral State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Bulimba,42951.5,46692,92.00%
2043,Balmoral State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Bulimba,50073.5,55092.5,90.90%
2043,Balmoral State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Bulimba,57935.5,63874,90.70%
1367,Bambaroo State School,2015,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,213.5,240,89.00%
1367,Bambaroo State School,2016,State School,Primary,Outer Regional Australia,North Queensland,Hinchinbrook (S),Hinchinbrook,23.5,26,90.40%
521,Banana State School,2015,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,3999.5,4221,94.80%
521,Banana State School,2016,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,3527,3698,95.40%
521,Banana State School,2017,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,3742.5,4007,93.40%
521,Banana State School,2018,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,3296.5,3482,94.70%
521,Banana State School,2019,State School,Primary,Outer Regional Australia,Central Queensland,Banana (S),Callide,2958,3164,93.50%
1989,Banksia Beach State School,2015,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Pumicestone,95746.5,103232,92.70%
1989,Banksia Beach State School,2016,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Pumicestone,93432.5,100274,93.20%
1989,Banksia Beach State School,2017,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Pumicestone,92187.5,98970,93.10%
1989,Banksia Beach State School,2018,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Pumicestone,95320.5,103126.5,92.40%
1989,Banksia Beach State School,2019,State School,Primary,Inner Regional Australia,North Coast,Moreton Bay (R),Pumicestone,89680,97575,91.90%
1605,Baralaba State School,2015,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,8807,10029,87.80%
1605,Baralaba State School,2016,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,8856,9970,88.80%
1605,Baralaba State School,2017,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,7476,8542,87.50%
1605,Baralaba State School,2018,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,7353.5,9059.5,81.20%
1605,Baralaba State School,2019,State School,Combined,Outer Regional Australia,Central Queensland,Banana (S),Callide,7169,8408.5,85.30%
531,Barcaldine Prep-12 State School,2015,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,23409,25958,90.20%
531,Barcaldine Prep-12 State School,2016,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,22394,24772,90.40%
531,Barcaldine Prep-12 State School,2017,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,23136.5,26192,88.30%
531,Barcaldine Prep-12 State School,2018,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,22500,26504,84.90%
531,Barcaldine Prep-12 State School,2019,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,20823.5,24213,86.00%
1041,Bardon State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,30262.5,31748,95.30%
1041,Bardon State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,28211.5,29816,94.60%
1041,Bardon State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,27167,28794,94.30%
1041,Bardon State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,30047.5,31503,95.40%
1041,Bardon State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Maiwar,30110,31656,95.10%
702,Bargara State School,2015,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,28681,31165,92.00%
702,Bargara State School,2016,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,31964,34681,92.20%
702,Bargara State School,2017,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,36695,39840,92.10%
702,Bargara State School,2018,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,40978.5,43864,93.40%
702,Bargara State School,2019,State School,Primary,Inner Regional Australia,North Coast,Bundaberg (R),Burnett,38070.5,41272,92.20%
A109,Baringa State Primary School,2018,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Caloundra,28016.5,29984,93.40%
A109,Baringa State Primary School,2019,State School,Primary,Major Cities of Australia,North Coast,Sunshine Coast (R),Caloundra,53796.5,57550,93.50%
